brand,name,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,price
Acer,Predator Helios Neo 16 NH.QLTSI.001 Laptop,70.0,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,16.0,1920.0,1200.0,Windows 11 OS,1,99990
MSI,Cyborg 15 A12UCX-264IN Gaming Laptop,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR5,512,SSD,4GB Nvidia GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,2,80500
Dell,Vostro 3425 Laptop,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,37990
HP,15-fc0026AU Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,34250
HP,Victus 15-fa1066TX Gaming Laptop,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16,DDR4,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,109990
HP,15s-fq2738TU Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated UHD Graphics,15.6,1366.0,768.0,Windows 11 OS,1,33990
Asus,Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop,64.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Integrated Intel Iris Xe Graphics,13.3,2880.0,1800.0,Windows 11 OS,1,79990
Asus,Vivobook 15 2023 X1502VA-NJ541WS Laptop,62.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16,DDR4,512,SSD,Integrated Intel iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,64990
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16,LPDDR5,1024,SSD,Intel Integrated Iris Xe,15.6,2880.0,1620.0,Windows 11 OS,1,109990
MSI,Bravo 15 B5ED-035IN Gaming Laptop,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB AMD Radeon RX6500M,15.6,1920.0,1080.0,Windows 11 OS,1,62990
Huawei,MateBook D14 2023 Laptop,65.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR4X,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,58999
MSI,Titan GT77 HX 13VH-093IN Gaming Laptop,69.32352941176471,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64,DDR5,2048,SSD,12GB NVIDIA GeForce RTX 4080,17.3,3840.0,2160.0,Windows 11 OS,2,420000
Lenovo,E41-55 Laptop,69.32352941176471,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8,DDR4,256,SSD,AMD Radeon Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,23990
HP,15-fc0028AU Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,42999
HP,15s-eq2223AU Laptop,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,38861
Lenovo,V15 G3 82TTA00VIH Laptop,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,33590
HP,Chromebook 15a-na0012TU Laptop,69.32352941176471,Intel Celeron  N4500,"Dual Core, 2 Threads",4,LPDDR4x,128,Hard-Disk,Intel Integrated UHD Graphics,15.6,1366.0,768.0,Chrome OS,1,15990
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,33980
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,71.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8,DDR5,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,78400
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,79990
Acer,Aspire 5 UN.K3JSI.004 Laptop,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",12,DDR4,512,SSD,Intel Iris Xe Graphic,15.6,1920.0,1080.0,Windows 11 OS,1,47990
Asus,Vivobook Pro 15 M6500QC-HN542WS Laptop,68.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,74990
MSI,Modern 15 B13M-291IN Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,45889
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16,LPDDR4X,512,SSD,AMD Radeon AMD,14.0,2880.0,1800.0,Windows 11 OS,1,90990
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,50990
Samsung,Galaxy Book 3 NP750XFG-KA2IN Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR4x,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,74990
Infinix,INBook Y1 Plus XL28 Laptop,69.32352941176471,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8,LPDDR4X,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,25990
Samsung,Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,68.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR4x,1024,SSD,Intel Iris Xe Graphics,13.3,1920.0,1080.0,Windows 11 OS,1,133990
Samsung,Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,73.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,1024,SSD,Intel Iris Xe Graphics,16.0,2880.0,1800.0,Windows 11 OS,1,165990
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,80.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,DDR5,512,SSD,Intel Iris Xe Graphics,16.0,2880.0,1800.0,Windows 11 OS,1,163990
Samsung,Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,66.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR4x,512,SSD,Intel Iris Xe Graphics,13.3,1920.0,1080.0,Windows 11 OS,1,109990
Samsung,Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop,71.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,139990
Samsung,Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR4x,512,SSD,Intel Iris Xe Graphics,13.3,1920.0,1080.0,Windows 11 OS,1,109990
Samsung,Galaxy Book 3 Pro NP960XFG-KC1IN Laptop,72.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,16.0,2880.0,1800.0,Windows 11 OS,1,149990
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,81.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,DDR5,1024,SSD,Intel Iris Xe Graphics,16.0,2880.0,1800.0,Windows 11 OS,1,179990
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,74.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,16.0,2880.0,1800.0,Windows 11 OS,1,155990
Samsung,Galaxy Book 3 Ultra Laptop,78.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32,LPDDR5,512,SSD,NVIDIA GeForce RTX 4070,16.0,2880.0,1800.0,Windows 11 OS,1,229900
Lenovo,V15 ‎82C70005UK Laptop,61.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,35990
HP,15s-fq2717TU Laptop,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,37990
HP,14s-dq2649TU Laptop,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1,34999
Apple,MacBook Pro 14 inch Laptop,61.0,Apple M2 Max M2 Max,12 Cores,32,Unified,1024,SSD,30-core GPU,14.2,3024.0,1964.0,Mac OS,1,290990
Apple,MacBook Pro 14 inch Laptop,69.32352941176471,Apple M2 Pro M2 Pro,12 Cores,16,Unified,1024,SSD,19-core GPU,14.2,3024.0,1964.0,Mac OS,1,234990
HP,Pavilion Plus 14-eh0037TU Laptop,70.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16,DDR4,512,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1,82799
Dell,Vostro 3425 D552308WIN9B Laptop,60.0,5th Gen AMD Ryzen 3  5425U,"Quad Core, 8 Threads",8,DDR4,256,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,31790
Lenovo,IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop,67.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,60990
MSI,Thin GF63 12VF-268IN Laptop,77.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR4,1024,Hard-Disk,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1,86990
Dell,Vostro 3420 Laptop,63.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16,DDR4,512,SSD,Intel Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,52990
Dell,Vostro 3425 Laptop,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,38990
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop,60.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,52558
Asus,VivoBook 14 X1400EA-EK322WS Notebook,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated Intel UHD,14.0,1920.0,1080.0,Windows 11 OS,1,31990
HP,15-fc0026AU Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,34499
Asus,Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop,75.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,94490
HP,15s-fq2738TU Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated UHD Graphics,15.6,1366.0,768.0,Windows 11 OS,1,33800
Samsung,Galaxy Book 3  NP750XFG-KB2IN Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR4x,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,74390
Asus,Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop,71.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD, Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,104490
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16,LPDDR5,1024,SSD,Intel Integrated Iris Xe,15.6,2880.0,1620.0,Windows 11 OS,1,105739
Lenovo,Thinkpad E15 21E6S05A00 Laptop,66.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,45500
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,50760
Asus,Vivobook Go 14 2023 E1404FA-NK542WS Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,49990
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,33199
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,70990
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,71.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8,DDR5,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,64990
Asus,Vivobook 16 2023 M1605YA-MB541WS Laptop,64.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon AMD,16.0,1920.0,1200.0,Windows 11 OS,1,59990
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16,LPDDR4X,512,SSD,AMD Radeon AMD,14.0,2880.0,1800.0,Windows 11 OS,1,88990
Asus,Vivobook Go 15 2023 E1504FA-NJ522WS Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,44990
HP,Pavilion Aero 13-be2047AU Laptop,69.0,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16,LPDDR5,1024,SSD,AMD Radeon AMD,13.3,1920.0,1200.0,Windows 11 OS,1,77990
Asus,Vivobook 16 2023 M1605YA-MB741WS Laptop,65.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon AMD,16.0,1920.0,1200.0,Windows 11 OS,1,70990
Lenovo,IdeaPad  82K2022TIN Gaming Laptop,70.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,55990
Tecno,Megabook T1 Laptop,66.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16,LPDDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,43999
Acer,Aspire 3 A315-24P NX.KDESI.004 Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon Graphiics,15.6,1920.0,1080.0,Windows 11 OS,1,37990
HP,Victus 15-fb0106AX Gaming Laptop,67.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,64990
Lenovo,IdeaPad Slim 1 82VG009MIN Laptop,69.32352941176471,AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,32990
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,81.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,DDR5,1024,SSD,Intel Iris Xe Graphics,16.0,2880.0,1800.0,Windows 11 OS,1,179490
Infinix,Zero Book Series ZL12 Laptop,60.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,512,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows OS,1,56990
HP,Victus 16-d0310TX Gaming Laptop,71.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,16.1,1920.0,1080.0,Windows 11 OS,1,56990
Asus,VivoBook 15 X1500EA-EJ3381WS Laptop,69.32352941176471,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,34990
HP,Pavilion Plus 14-eh0037TU Laptop,70.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16,DDR4,512,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1,83249
Dell,Vostro 3420 Laptop,60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,57990
HP,Envy x360 13-bf0121TU  Laptop,71.0,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",16,LPDDR4X,512,SSD,Intel Integrated Iris Xe,13.4,1920.0,1200.0,Windows 11 OS,1,85490
Dell,Vostro 3520 Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,55890
Asus,Vivobook 15 X1502ZA-EJ381WS Laptop,69.32352941176471,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,40689
Acer,Aspire 5 A515-57 2022 Laptop,65.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphic,15.6,1920.0,1080.0,Windows 11 OS,1,48990
HP,Pavilion 14-dv2014TU Laptop,64.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Integrated UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,66648
Acer,Aspire 5 A515-57 NX.K2VSI.002 Laptop,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,36990
Gigabyte,G5 KE RC55KE Laptop,73.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16,DDR4,512,SSD,6GB NVIDIA GeForce RTX 3060,15.6,1920.0,1080.0,Windows 11 OS,2,74990
Lenovo,Legion 5 Pro 82RF00E1IN Gaming Laptop,69.32352941176471,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 3070Ti,16.0,2560.0,1600.0,Windows 11 OS,1,144990
Dell,Latitude 7420 Laptop,69.32352941176471,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 10 OS,3,118499
Lenovo,V15 82KDA00XIH Laptop,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,35490
Lenovo,IdeaPad Flex 5 82R90068IN Laptop,74.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon,14.0,1920.0,1200.0,Windows 11 OS,1,62889
Lenovo,IdeaPad Gaming 3 82K201YAIN Laptop,67.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,63999
Honor,MagicBook 14 WDQ9BHNE Laptop,69.32352941176471,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon,14.0,1920.0,1080.0,Windows 11 OS,1,41990
Asus,VivoBook 14 2022 X1402ZA-MW311WS Laptop,62.0,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1,49990
Asus,VivoBook 14 2022 X1402ZA-EK521WS Laptop,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1,54990
Lenovo,IdeaPad Gaming 3 82SA00B2IN Laptop,75.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16,DDR4,512,SSD,6GB NVIDIA GeForce RTX 3060,16.0,1920.0,1200.0,Windows 11 OS,1,119990
MSI,Creator M16 A12UD-633IN Laptop,78.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050 Ti,16.0,2560.0,1660.0,Windows 11 OS,2,85990
MSI,Creator Pro M16 A12UIS-634IN Gaming Laptop,79.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16,DDR4,1024,SSD,4GB NVIDIA GeForce RTX A1000,16.0,2560.0,1660.0,Windows 11 OS,2,85590
Lenovo,V15 82KDA01EIH Laptop,61.0,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,31990
Asus,Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,69.32352941176471,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16,DDR4,512,SSD,AMD Radeon Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,55800
Xiaomi,Notebook Pro 120G Laptop,68.0,12th Gen Intel Core i5 12450H ,"Octa Core, 12 Threads",16,LPDDR5,512,SSD,Intel UHD Graphics,14.0,2560.0,1600.0,Windows 11 OS,1,72422
Acer,Extensa 15 EX215-54 Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,31500
Asus,VivoBook 14 X415EA-EK322WS Notebook,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated Intel UHD,14.0,1920.0,1080.0,Windows 11 OS,1,37990
HP,Victus 15-fb0050AX Gaming Laptop,71.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,63490
Lenovo,IdeaPad Slim 5 82SF008YIN Laptop,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,60990
Lenovo,IdeaPad Slim 3 82KU017EIN Laptop,64.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon,15.6,1920.0,1080.0,Windows 11 OS,1,39900
Asus,VivoBook 15 X1500EA-EJ322WS Laptop,69.32352941176471,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,33990
HP,Pavilion 15s-fq5112TU Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,57580
Asus,ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,85.0,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",32,DDR5,2048,SSD,16GB NVIDIA GeForce RTX 3080 Ti,16.0,2560.0,1600.0,Windows 11 OS,1,339990
HP,15s-fq2672TU Laptop,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,34999
HP,15s-fq5111TU Laptop,61.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,54990
HP,15s-dr3506TU Laptop,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,1024,Hard-Disk,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,35999
HP,15s-du3614TU Laptop,65.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,1024,Hard-Disk,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,41710
Dell,Vostro 5625 laptop,67.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,50090
